start_time	end_time
1.1145578231292517	1.18421768707483
1.253877551020408	1.787936507936508
1.8343764172335602	2.2755555555555556
2.2987755102040817	2.7631746031746034
2.8560544217687074	2.995374149659864
3.0418140589569163	3.924172335600907
4.458231292517007	5.363809523809524
5.38702947845805	5.596009070294785
5.642448979591837	6.246167800453515
6.292607709750567	6.501587301587302
6.548027210884354	6.873106575963718
7.314285714285714	7.4071655328798185
7.453605442176871	7.87156462585034
7.9412244897959186	8.010884353741497
8.034104308390022	8.150204081632653
8.17342403628118	8.428843537414966
8.452063492063493	8.70748299319728
8.753922902494331	9.427301587301587
9.450521541950113	9.58984126984127
9.636281179138322	10.309659863945578
10.379319727891156	10.843718820861678
10.866938775510205	11.331337868480725
11.377777777777778	11.517097505668934
11.54031746031746	11.795736961451247
11.842176870748299	12.236916099773243
12.329795918367347	12.445895691609977
12.469115646258503	13.49079365079365
13.862312925170068	14.79111111111111
14.86077097505669	15.116190476190477
15.139410430839002	15.32517006802721
15.418049886621315	15.998548752834466
16.021768707482995	17.08988662131519
17.11310657596372	17.507845804988662
17.925804988662133	18.52952380952381
18.575963718820862	18.877823129251702
18.901043083900227	19.435102040816325
19.458321995464853	19.551201814058956
19.59764172335601	20.038820861678005
20.131700680272107	20.17814058956916
20.201360544217685	20.526439909297054
20.54965986394558	20.805079365079365
20.82829931972789	21.455238095238094
21.524897959183672	21.78031746031746
21.803537414965987	21.91963718820862
21.966077097505668	22.732335600907028
22.77877551020408	23.057414965986396
23.103854875283446	23.359274376417233
24.03265306122449	24.264852607709752
24.288072562358277	24.68281179138322
24.706031746031748	24.79891156462585
24.845351473922904	25.379410430839002
25.425850340136055	25.890249433106575
25.913469387755104	25.98312925170068
26.02956916099773	27.051247165532878
27.09768707482993	27.329886621315193
27.58530612244898	27.678185941043083
27.70140589569161	28.096145124716553
28.142585034013607	28.63020408163265
28.792743764172336	29.350022675736962
29.396462585034012	30.023401360544216
30.34848072562358	30.905759637188208
31.114739229024945	31.950657596371883
32.43827664399093	32.97233560090703
33.041995464852604	33.52961451247165
33.645714285714284	34.22621315192744
34.249433106575964	34.57451247165533
34.62095238095238	34.71383219954649
34.76027210884354	35.15501133786848
35.20145124716553	35.5265306122449
35.54975056689342	35.80517006802721
35.851609977324266	36.060589569160996
36.08380952380952	36.22312925170068
36.29278911564626	36.52498866213152
36.548208616780045	36.73396825396826
37.198367346938774	37.82530612244898
37.871746031746035	38.521904761904764
38.54512471655329	39.10240362811791
39.14884353741497	40.704580498866214
40.72780045351474	40.91356009070295
40.983219954648526	41.05287981859411
41.09931972789116	41.26185941043084
41.28507936507936	41.37795918367347
41.44761904761905	42.49251700680272
42.53895691609977	42.81759637188209
42.86403628117914	43.39809523809524
43.42131519274376	43.51419501133787
43.53741496598639	43.653514739229024
43.699954648526074	43.816054421768705
43.83927437641724	43.932154195011336
43.97859410430839	44.09469387755102
44.11791383219955	44.23401360544218
